id	value
359	0.151185771
360	0.154150198
361	0.15513834
362	0.155612648
363	0.158102767
364	0.160079051
365	0.162055336
366	0.164031621
367	0.166007905
368	0.166996047
369	0.16798419
370	0.169960474
371	0.170948617
372	0.173399209
373	0.173913043
374	0.17486166
375	0.177865613
376	0.178853755
377	0.181818182
378	0.183794466
379	0.185770751
380	0.187747036
381	0.18972332
382	0.190711462
383	0.192687747
384	0.193675889
385	0.195652174
386	0.197628458
387	0.199604743
388	0.201581028
389	0.203557312
390	0.205533597
391	0.206482213
392	0.209486166
393	0.211462451
394	0.213438735
395	0.217391304
396	0.219367589
397	0.221343874
398	0.22229249
399	0.225296443
400	0.227272727
401	0.229249012
402	0.231225296
403	0.233201581
404	0.235177866
405	0.23715415
406	0.238102767
407	0.241106719
408	0.245059289
409	0.245533597
410	0.249011858
411	0.25
412	0.250988142
413	0.252964427
414	0.255928854
415	0.256916996
416	0.260869565
417	0.26284585
418	0.264822134
419	0.268774704
420	0.273715415
421	0.276679842
422	0.279644269
423	0.28458498
424	0.288537549
425	0.292490119
426	0.296442688
427	0.300395257
428	0.304347826
429	0.313241107
430	0.316205534
431	0.317193676
432	0.320158103
433	0.328063241
434	0.339920949
435	0.347826087
436	0.351778656
437	0.359683794
438	0.368577075
439	0.391304348
440	0.395256917
441	0.399209486
442	0.411067194
443	0.43083004
444	0.438735178
445	0.442687747
446	0.458498024
447	0.486166008
448	0.494071146
